ARQ,NEURONS,SIZE,WEIGHTS,LOSS1,LOSS2,LOSS3,LOSS4,LOSS5,LOSS_M,LOSS_DP
ARQ2,2,50,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARQ2,2,99,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARQ2,2,149,15,0.4288784379527073,0.30620193581453103,0.37578271159389676,0.5704871510099244,0.6952698238744032,0.4753240120490926,0.1400714972260358
ARQ2,2,200,15,0.586713969707489,0.7008544725179672,0.5847907683253288,0.46231072545051577,0.5350121766328811,0.5739364225268364,0.07792902811456821
ARQ2,2,250,15,0.6936079721450805,0.37688074123859405,0.370830796957016,0.4100357346534729,0.6931552758216858,0.5089021041631698,0.151217309918726
ARQ2,2,299,15,0.5675372157494227,0.5565689653158188,0.2283828780055046,0.4113253433505694,0.4673370830217997,0.44623029708862305,0.12329747801977906
ARQ2,2,349,15,0.4008467629169806,0.45230195894200576,0.671008686734061,0.7001402102983915,0.49375646847944993,0.5436108174741777,0.11994666059846934
ARQ2,2,400,15,0.5264584198594093,0.5685752007365227,0.36400186724960804,0.5397653672099113,0.5541454663872719,0.5105892642885447,0.07463303774854062
ARQ2,2,449,15,0.6351180952207177,0.7302433115191165,0.6597077899274573,0.6598039105930159,0.6931275588221255,0.6756001332164866,0.03296655944453921
ARQ2,2,499,15,0.3961555868387222,0.4800568883419037,0.47577299785614013,0.23726039612293243,0.5291523585319519,0.4236796455383301,0.10249518467515943
ARQ2,2,550,15,0.24531337347897617,0.6589977275241505,0.42045472887429325,0.6940015131776983,0.4812412933869795,0.5000017272884195,0.1639887077936027
ARQ2,2,600,15,0.4707931837439537,0.4742910531163216,0.5602883598208428,0.6931797796487809,0.6932517945766449,0.5783608341813088,0.09910727127699773
ARQ2,2,649,15,0.3084150763279801,0.5976644541145465,0.35225882319682233,0.6931288275149984,0.3725107246582661,0.46479558116252273,0.15193820304001865
ARQ2,2,699,15,0.5838794229377029,0.45772974205832195,0.2934727495552128,0.6624027668920338,0.44097633876352227,0.48769220404135877,0.12694650806402744
ARQ2,2,750,15,0.693129970519631,0.5047819404690354,0.5734927579760551,0.6943834573030472,0.5015530760089556,0.5934682404553449,0.08582426066279195
ARQ2,2,800,15,0.5172319558262825,0.6931556177139282,0.6931584370136261,0.6931574153900146,0.6931882703304291,0.6579783392548562,0.07037319275178108
ARQ2,2,849,15,0.5023747454179781,0.6929719420236962,0.38849770270775413,0.6069900529963947,0.6235345485054444,0.5628737983302534,0.10641302143806815
ARQ2,2,900,15,0.3629179772734642,0.3428085446357727,0.6594763094186783,0.4438770121335983,0.6604056572914123,0.4938971001505852,0.1397332212363307
ARQ2,2,950,15,0.36967998686826453,0.4805860257935974,0.40868517981385283,0.6932932498320094,0.3773240101224971,0.46591369048604425,0.12025048943302456
ARQ2,2,999,15,0.3233612608667967,0.32554039077178853,0.4209021292291246,0.6932455849003147,0.4514049785631197,0.44289086886622886,0.13512360302534748
ARQ2,2,1049,15,0.38651454803489504,0.693214229742686,0.5066296813033876,0.4603467373620896,0.4572627365589142,0.5007935866003945,0.1035860464375104
ARQ2,2,1100,15,0.4253482976555824,0.5407703754305839,0.36603018894791606,0.4035218334197998,0.47610153913497927,0.4423544469177723,0.06074065287205182
